test,symbol,period,horizon_bars,n,hit_rate,avg_ret,sharpe
alt_btc_rs_breakout,JUP/USDT,full,18,224,0.46875,0.009571036432086923,0.07107349765727669
alt_btc_rs_breakout,JUP/USDT,full,42,221,0.36199095022624433,-0.03218956967485859,-0.21987086701974023
btc_impulse_alt_lag,JUP/USDT,IS,1,10,0.4,-0.008745517911296097,-0.3378055869002732
btc_impulse_alt_lag,JUP/USDT,IS,3,10,0.6,0.019644789926108484,0.3780585798364111
btc_impulse_alt_lag,JUP/USDT,IS,6,10,0.5,0.018782864525336517,0.2645809412128873
btc_impulse_alt_lag,JUP/USDT,OOS,1,3,0.3333333333333333,-0.0061093067035596915,-0.2673289950289659
btc_impulse_alt_lag,JUP/USDT,OOS,3,3,0.6666666666666666,0.023377606266676215,0.5038033525014137
btc_impulse_alt_lag,JUP/USDT,OOS,6,3,1.0,0.05985863646871999,1.1766547153713613
btc_impulse_alt_lag,JUP/USDT,full,1,13,0.38461538461538464,-0.008137161478741542,-0.3346985674475419
btc_impulse_alt_lag,JUP/USDT,full,3,13,0.6153846153846154,0.020506209081624115,0.41975463032512883
btc_impulse_alt_lag,JUP/USDT,full,6,13,0.6153846153846154,0.028261888819963474,0.41964757654450247
ethbtc_above_ma,JUP/USDT,IS,42,294,0.4897959183673469,0.03890251785543168,0.24230399768003621
ethbtc_below_ma,JUP/USDT,IS,42,2526,0.47980997624703087,0.008346532710592196,0.0490931927929761
ethbtc_above_ma,JUP/USDT,OOS,42,1182,0.3883248730964467,-0.03178618101653822,-0.2967062871049822
ethbtc_below_ma,JUP/USDT,OOS,42,967,0.532574974146846,0.022391042355687053,0.17195271865400794
ethbtc_above_ma,JUP/USDT,full,42,1476,0.40853658536585363,-0.01770591172903202,-0.14405363838509783
ethbtc_below_ma,JUP/USDT,full,42,3493,0.4944174062410535,0.012234606236732112,0.07642053974852298
alt_btc_rs_breakout,DYDX/USDT,IS,6,324,0.44135802469135804,-0.003667255304721335,-0.05186760247304279
alt_btc_rs_breakout,DYDX/USDT,IS,18,324,0.4691358024691358,0.00139154410755678,0.010454376819100076
alt_btc_rs_breakout,DYDX/USDT,IS,42,324,0.4382716049382716,-0.003333541330801514,-0.01838926953196975
alt_btc_rs_breakout,DYDX/USDT,OOS,6,100,0.44,-0.007093331536743774,-0.13623431837345162
alt_btc_rs_breakout,DYDX/USDT,OOS,18,100,0.42,-0.02110288248366327,-0.25976978428317593
alt_btc_rs_breakout,DYDX/USDT,OOS,42,100,0.45,-0.02152105197914671,-0.21181257999509245
alt_btc_rs_breakout,DYDX/USDT,full,6,424,0.4410377358490566,-0.004475292151896439,-0.06705831309505698
alt_btc_rs_breakout,DYDX/USDT,full,18,424,0.45754716981132076,-0.003913745182825306,-0.03178151505605054
alt_btc_rs_breakout,DYDX/USDT,full,42,424,0.4410377358490566,-0.007623048559184815,-0.04591162498469117
btc_impulse_alt_lag,DYDX/USDT,IS,1,51,0.5490196078431373,-0.0005848636813874005,-0.022499935898051073
btc_impulse_alt_lag,DYDX/USDT,IS,3,51,0.43137254901960786,0.00040759167084554053,0.006871941004159589
btc_impulse_alt_lag,DYDX/USDT,IS,6,51,0.4117647058823529,0.00045682168526837194,0.005531671052849562
btc_impulse_alt_lag,DYDX/USDT,OOS,1,4,0.75,0.021211091248367647,0.610956409171028
btc_impulse_alt_lag,DYDX/USDT,OOS,3,4,0.75,0.05586036902753813,0.7553112264914749
btc_impulse_alt_lag,DYDX/USDT,OOS,6,4,0.75,0.030900881881141457,0.4091965322479468
btc_impulse_alt_lag,DYDX/USDT,full,1,55,0.5636363636363636,0.0010002966771402394,0.03714416471330483
btc_impulse_alt_lag,DYDX/USDT,full,3,55,0.45454545454545453,0.004440520933150456,0.07229725450464212
btc_impulse_alt_lag,DYDX/USDT,full,6,55,0.43636363636363634,0.002670935154059142,0.032642267784008416
ethbtc_above_ma,DYDX/USDT,IS,42,2472,0.35436893203883496,-0.022756278892421038,-0.11418273626343363
ethbtc_below_ma,DYDX/USDT,IS,42,5596,0.5058970693352395,0.0066821453350129345,0.04689262090561828
ethbtc_above_ma,DYDX/USDT,OOS,42,1182,0.35194585448392557,-0.04627836589098089,-0.3744396538093116
ethbtc_below_ma,DYDX/USDT,OOS,42,967,0.4808686659772492,0.017528342265205454,0.12531107918531637
ethbtc_above_ma,DYDX/USDT,full,42,3654,0.35358511220580185,-0.030365229859114464,-0.16994093727958057
ethbtc_below_ma,DYDX/USDT,full,42,6563,0.5022093554776779,0.008280236517627009,0.058247008707707014
alt_btc_rs_breakout,GMX/USDT,IS,6,210,0.49523809523809526,-0.004080426271519855,-0.07740141637444752
alt_btc_rs_breakout,GMX/USDT,IS,18,210,0.3904761904761905,-0.014577366344105933,-0.1607673183125015
alt_btc_rs_breakout,GMX/USDT,IS,42,210,0.3904761904761905,-0.025342330488242405,-0.21683619699526127
alt_btc_rs_breakout,GMX/USDT,OOS,6,101,0.38613861386138615,-0.0013404349205108708,-0.019415392012553427
alt_btc_rs_breakout,GMX/USDT,OOS,18,101,0.42574257425742573,-0.0007363715180670219,-0.008732257088023762
alt_btc_rs_breakout,GMX/USDT,OOS,42,101,0.3465346534653465,-0.022508292253370955,-0.21959034491380905
alt_btc_rs_breakout,GMX/USDT,full,6,311,0.45980707395498394,-0.0031905898520603456,-0.054614486319737546
alt_btc_rs_breakout,GMX/USDT,full,18,311,0.40192926045016075,-0.01008238088613188,-0.11358599397327837
alt_btc_rs_breakout,GMX/USDT,full,42,311,0.3762057877813505,-0.024421951511644283,-0.2175680373076186
btc_impulse_alt_lag,GMX/USDT,IS,1,20,0.4,0.0036424047906221503,0.14655669887476133
btc_impulse_alt_lag,GMX/USDT,IS,3,20,0.45,0.0020915308098433893,0.05317810364703172
btc_impulse_alt_lag,GMX/USDT,IS,6,20,0.35,-0.0037550738712704367,-0.05946388165397305
btc_impulse_alt_lag,GMX/USDT,OOS,1,2,0.0,-0.008737557058791146,-2.2412287254066237
btc_impulse_alt_lag,GMX/USDT,OOS,3,2,0.0,-0.02869733110204975,-1.3040307512181832
btc_impulse_alt_lag,GMX/USDT,OOS,6,2,0.0,-0.03206291591046584,-1.1022546883202113
btc_impulse_alt_lag,GMX/USDT,full,1,22,0.36363636363636365,0.0025169537134027598,0.10516114246002861
btc_impulse_alt_lag,GMX/USDT,full,3,22,0.4090909090909091,-0.0007074566366923506,-0.018237819056237142
btc_impulse_alt_lag,GMX/USDT,full,6,22,0.3181818181818182,-0.006328514056651837,-0.10379276308891494
ethbtc_above_ma,GMX/USDT,IS,42,960,0.575,0.03407917154701507,0.2540575090766069
ethbtc_below_ma,GMX/USDT,IS,42,4760,0.4436974789915966,-0.006678094769592245,-0.05347534931553345
ethbtc_above_ma,GMX/USDT,OOS,42,1182,0.3587140439932318,-0.020594768725748516,-0.20013839567781647
ethbtc_below_ma,GMX/USDT,OOS,42,967,0.5046535677352637,0.003437544122621147,0.04700253050434501
ethbtc_above_ma,GMX/USDT,full,42,2142,0.4556489262371615,0.003908958007142724,0.032306254274337975
ethbtc_below_ma,GMX/USDT,full,42,5727,0.4539898725336127,-0.004970076119553771,-0.042188379610576345
alt_btc_rs_breakout,UNI/USDT,IS,6,454,0.4118942731277533,-0.003095808993028588,-0.051008421822650175
alt_btc_rs_breakout,UNI/USDT,IS,18,454,0.4669603524229075,0.0053524330226879,0.045375774150327376
alt_btc_rs_breakout,UNI/USDT,IS,42,454,0.5066079295154186,0.03649244515835027,0.18370711131412243
alt_btc_rs_breakout,UNI/USDT,OOS,6,85,0.4823529411764706,0.002437020421695301,0.03148887571928799
alt_btc_rs_breakout,UNI/USDT,OOS,18,85,0.43529411764705883,-0.001774962533176432,-0.01450235801278063
alt_btc_rs_breakout,UNI/USDT,OOS,42,80,0.4375,0.0030475895922226328,0.028766792640322638
alt_btc_rs_breakout,UNI/USDT,full,6,539,0.4230055658627087,-0.002223284873823522,-0.03497517632452385
alt_btc_rs_breakout,UNI/USDT,full,18,539,0.4619666048237477,0.004228446710538611,0.03565885991681917
alt_btc_rs_breakout,UNI/USDT,full,42,534,0.49625468164794007,0.031481979904997806,0.1674589414098503
btc_impulse_alt_lag,UNI/USDT,IS,1,91,0.4835164835164835,-0.000688162677223671,-0.020008177361957667
btc_impulse_alt_lag,UNI/USDT,IS,3,91,0.5384615384615384,0.0045799715628000405,0.07910587034185416
btc_impulse_alt_lag,UNI/USDT,IS,6,91,0.5274725274725275,0.01460489859685429,0.14777255833725916
btc_impulse_alt_lag,UNI/USDT,OOS,1,3,1.0,0.019574875398646885,1.2340761192788945
btc_impulse_alt_lag,UNI/USDT,OOS,3,3,0.6666666666666666,0.04878581256395387,0.7712424950796948
btc_impulse_alt_lag,UNI/USDT,OOS,6,3,1.0,0.05925525137778198,0.6815565376855802
btc_impulse_alt_lag,UNI/USDT,full,1,94,0.5,-4.146997267461072e-05,-0.001216015640451248
btc_impulse_alt_lag,UNI/USDT,full,3,94,0.5425531914893617,0.005990796275602822,0.10287790100749503
btc_impulse_alt_lag,UNI/USDT,full,6,94,0.5425531914893617,0.016029909855820066,0.1629456467623465
ethbtc_above_ma,UNI/USDT,IS,42,4290,0.44755244755244755,-0.0010206798248873416,-0.005838805162425138
ethbtc_below_ma,UNI/USDT,IS,42,5920,0.5275337837837838,0.022318135717933188,0.1587326839602772
ethbtc_above_ma,UNI/USDT,OOS,42,1182,0.3147208121827411,-0.02417227891987759,-0.18418947335008498
ethbtc_below_ma,UNI/USDT,OOS,42,967,0.5491209927611168,0.02404674778160154,0.24009031736006944
ethbtc_above_ma,UNI/USDT,full,42,5472,0.41885964912280704,-0.006021628313607819,-0.03613811631921647
ethbtc_below_ma,UNI/USDT,full,42,6887,0.5305648322927254,0.02256084921663615,0.16631898895663588
alt_btc_rs_breakout,AAVE/USDT,IS,6,502,0.5039840637450199,0.008314576333379946,0.11667648572646094
alt_btc_rs_breakout,AAVE/USDT,IS,18,502,0.49203187250996017,0.012098563168055926,0.1017619931587614
alt_btc_rs_breakout,AAVE/USDT,IS,42,502,0.5099601593625498,0.023870001334998815,0.13787446087131713
alt_btc_rs_breakout,AAVE/USDT,OOS,6,88,0.38636363636363635,-0.007012399742120755,-0.18167618344780279
alt_btc_rs_breakout,AAVE/USDT,OOS,18,88,0.3522727272727273,-0.03146291716475205,-0.46790823110161517
alt_btc_rs_breakout,AAVE/USDT,OOS,42,87,0.3218390804597701,-0.03830722033930605,-0.4269815943162375
alt_btc_rs_breakout,AAVE/USDT,full,6,590,0.4864406779661017,0.006028518884830685,0.08918231708939375
alt_btc_rs_breakout,AAVE/USDT,full,18,590,0.4711864406779661,0.005601257626891345,0.04925480522582384
alt_btc_rs_breakout,AAVE/USDT,full,42,589,0.48217317487266553,0.014685929542699113,0.08904097863249734
btc_impulse_alt_lag,AAVE/USDT,IS,1,87,0.4482758620689655,-0.002137543745521937,-0.054710152936403196
btc_impulse_alt_lag,AAVE/USDT,IS,3,87,0.367816091954023,-0.00201997012530206,-0.037118781383394396
btc_impulse_alt_lag,AAVE/USDT,IS,6,87,0.41379310344827586,0.005133197125071358,0.06396866757208379
btc_impulse_alt_lag,AAVE/USDT,OOS,1,2,0.5,-0.009236126585751347,-0.4890421000454867
btc_impulse_alt_lag,AAVE/USDT,OOS,3,2,0.5,-0.007238762411040711,-0.37845704959037224
btc_impulse_alt_lag,AAVE/USDT,OOS,6,2,0.5,-0.010857700340276,-0.3968973002760459
btc_impulse_alt_lag,AAVE/USDT,full,1,89,0.449438202247191,-0.00229706246103271,-0.059369881923836916
btc_impulse_alt_lag,AAVE/USDT,full,3,89,0.3707865168539326,-0.0021372463564422544,-0.039695239737565724
btc_impulse_alt_lag,AAVE/USDT,full,6,89,0.4157303370786517,0.004773851114614113,0.06011064877633282
ethbtc_above_ma,AAVE/USDT,IS,42,4122,0.46627850557981565,0.013226737830443,0.06556981866937119
ethbtc_below_ma,AAVE/USDT,IS,42,5920,0.5543918918918919,0.02668288996696004,0.18230021391604023
ethbtc_above_ma,AAVE/USDT,OOS,42,1182,0.38155668358714045,-0.026371568457028413,-0.2628700777467311
ethbtc_below_ma,AAVE/USDT,OOS,42,967,0.4922440537745605,0.004781629204255339,0.049683539582017176
ethbtc_above_ma,AAVE/USDT,full,42,5304,0.4473981900452489,0.004402228397601522,0.023827450931843908
ethbtc_below_ma,AAVE/USDT,full,42,6887,0.5456657470596776,0.02360774561418882,0.1678903174824207
alt_btc_rs_breakout,LDO/USDT,IS,6,283,0.4558303886925795,-0.000857200734340901,-0.012637224251517578
alt_btc_rs_breakout,LDO/USDT,IS,18,283,0.46996466431095407,0.002707574401517804,0.022304509579670607
alt_btc_rs_breakout,LDO/USDT,IS,42,283,0.38515901060070673,0.007609334258315307,0.035960174589799714
alt_btc_rs_breakout,LDO/USDT,OOS,6,99,0.5555555555555556,0.007855818157716936,0.12734203039779293
alt_btc_rs_breakout,LDO/USDT,OOS,18,99,0.45454545454545453,0.015463448907730371,0.11246361873948327
alt_btc_rs_breakout,LDO/USDT,OOS,42,96,0.5104166666666666,0.0024094457005894494,0.017858618818531957
alt_btc_rs_breakout,LDO/USDT,full,6,382,0.4816753926701571,0.00140088531360079,0.021121403223724678
alt_btc_rs_breakout,LDO/USDT,full,18,382,0.46596858638743455,0.006013416223808497,0.04783863382562589
alt_btc_rs_breakout,LDO/USDT,full,42,379,0.41688654353562005,0.006292212090659156,0.03228492290387588
btc_impulse_alt_lag,LDO/USDT,IS,1,29,0.41379310344827586,-0.005005378758162974,-0.12013404329277355
btc_impulse_alt_lag,LDO/USDT,IS,3,29,0.3793103448275862,-0.004379244506635657,-0.06814548926857895
btc_impulse_alt_lag,LDO/USDT,IS,6,29,0.2413793103448276,-0.03190243880576437,-0.4926716849346151
btc_impulse_alt_lag,LDO/USDT,OOS,1,3,0.6666666666666666,0.021694182892049607,0.9349898468452839
btc_impulse_alt_lag,LDO/USDT,OOS,3,3,0.6666666666666666,0.026634972958612207,0.41085078411067777
btc_impulse_alt_lag,LDO/USDT,OOS,6,3,0.6666666666666666,0.040279074162559304,0.4536182190520833
btc_impulse_alt_lag,LDO/USDT,full,1,32,0.4375,-0.0025022948534555445,-0.06132000981356708
btc_impulse_alt_lag,LDO/USDT,full,3,32,0.40625,-0.0014716616192686702,-0.02302394515883776
btc_impulse_alt_lag,LDO/USDT,full,6,32,0.28125,-0.025135421964984028,-0.3645911695913924
ethbtc_above_ma,LDO/USDT,IS,42,1330,0.46691729323308273,0.007785703798585826,0.0426216611143161
ethbtc_below_ma,LDO/USDT,IS,42,5284,0.47407267221801663,0.012426303925857795,0.0668317298940547
ethbtc_above_ma,LDO/USDT,OOS,42,1182,0.3917089678510998,-0.022648653586727328,-0.1548891684598562
ethbtc_below_ma,LDO/USDT,OOS,42,967,0.47156153050672184,0.010386216298048874,0.08634861924984341
ethbtc_above_ma,LDO/USDT,full,42,2512,0.4315286624203822,-0.00653492137236965,-0.03908976763208112
ethbtc_below_ma,LDO/USDT,full,42,6251,0.47368421052631576,0.012110712062781291,0.06828024295358878
alt_btc_rs_breakout,PENDLE/USDT,IS,6,242,0.4049586776859504,-0.008336109735537592,-0.14332613461513527
alt_btc_rs_breakout,PENDLE/USDT,IS,18,242,0.4834710743801653,0.0018011538536909667,0.022605540552257032
alt_btc_rs_breakout,PENDLE/USDT,IS,42,242,0.5082644628099173,0.025972309354164738,0.1936360215240517
alt_btc_rs_breakout,PENDLE/USDT,OOS,6,101,0.594059405940594,0.01152988586924149,0.1970326887922119
alt_btc_rs_breakout,PENDLE/USDT,OOS,18,101,0.504950495049505,0.0066447687772425695,0.07798006469884261
alt_btc_rs_breakout,PENDLE/USDT,OOS,42,98,0.5,-0.00017932296453088817,-0.0016581463515043103
alt_btc_rs_breakout,PENDLE/USDT,full,6,343,0.4606413994169096,-0.0024863559277163464,-0.042224939007804725
alt_btc_rs_breakout,PENDLE/USDT,full,18,343,0.4897959183673469,0.0032274078107717586,0.039721749385341405
alt_btc_rs_breakout,PENDLE/USDT,full,42,340,0.5058823529411764,0.018434485921128944,0.14449135351842693
btc_impulse_alt_lag,PENDLE/USDT,IS,1,18,0.5555555555555556,-0.0037290724227463873,-0.2955606913406484
btc_impulse_alt_lag,PENDLE/USDT,IS,3,18,0.3333333333333333,-0.010867045650251131,-0.24728792048681134
btc_impulse_alt_lag,PENDLE/USDT,IS,6,18,0.4444444444444444,0.002204325143650549,0.03732002472583868
btc_impulse_alt_lag,PENDLE/USDT,OOS,1,5,0.2,-0.009349975522863629,-0.6989823999067003
btc_impulse_alt_lag,PENDLE/USDT,OOS,3,5,0.6,0.020232684919576704,0.4987961165607699
btc_impulse_alt_lag,PENDLE/USDT,OOS,6,5,0.6,0.017183796128477535,0.49063242102730037
btc_impulse_alt_lag,PENDLE/USDT,full,1,23,0.4782608695652174,-0.004951007879293614,-0.38999908290379837
btc_impulse_alt_lag,PENDLE/USDT,full,3,23,0.391304347826087,-0.004106234656810298,-0.09266902826608496
btc_impulse_alt_lag,PENDLE/USDT,full,6,23,0.4782608695652174,0.005460731879482502,0.10039097906247212
ethbtc_above_ma,PENDLE/USDT,IS,42,312,0.34935897435897434,-0.034835864174685316,-0.20679294842088644
ethbtc_below_ma,PENDLE/USDT,IS,42,3782,0.5481226864093073,0.03353043842984092,0.21159174390452057
ethbtc_above_ma,PENDLE/USDT,OOS,42,1182,0.3570219966159052,-0.02689043895780656,-0.20004651123738468
ethbtc_below_ma,PENDLE/USDT,OOS,42,967,0.5139607032057911,0.021662144993149834,0.16115076999942377
ethbtc_above_ma,PENDLE/USDT,full,42,1494,0.35542168674698793,-0.028549724545267188,-0.20080188638865631
ethbtc_below_ma,PENDLE/USDT,full,42,4749,0.5411665613813434,0.031113794977897298,0.2021200957218282
alt_btc_rs_breakout,ONDO/USDT,IS,6,6,0.0,-0.036651854552434415,-1.498020508544686
alt_btc_rs_breakout,ONDO/USDT,IS,18,6,0.16666666666666666,-0.03985388044658481,-1.7855902018100382
alt_btc_rs_breakout,ONDO/USDT,IS,42,6,0.0,-0.1266821458123854,-5.00999001878831
alt_btc_rs_breakout,ONDO/USDT,OOS,6,87,0.5517241379310345,0.013280531925228371,0.20880965041325308
alt_btc_rs_breakout,ONDO/USDT,OOS,18,87,0.5977011494252874,0.018569811824284944,0.22895609409736714
alt_btc_rs_breakout,ONDO/USDT,OOS,42,86,0.45348837209302323,0.03149329126805833,0.2008303177113704
alt_btc_rs_breakout,ONDO/USDT,full,6,93,0.5161290322580645,0.010059087636346905,0.1597296378177722
alt_btc_rs_breakout,ONDO/USDT,full,18,93,0.5698924731182796,0.014800541355196574,0.18523036895195624
alt_btc_rs_breakout,ONDO/USDT,full,42,92,0.42391304347826086,0.021177501893246777,0.13516886999553535
btc_impulse_alt_lag,ONDO/USDT,IS,1,0,,,
btc_impulse_alt_lag,ONDO/USDT,IS,3,0,,,
btc_impulse_alt_lag,ONDO/USDT,IS,6,0,,,
btc_impulse_alt_lag,ONDO/USDT,OOS,1,0,,,
btc_impulse_alt_lag,ONDO/USDT,OOS,3,0,,,
btc_impulse_alt_lag,ONDO/USDT,OOS,6,0,,,
btc_impulse_alt_lag,ONDO/USDT,full,1,0,,,
btc_impulse_alt_lag,ONDO/USDT,full,3,0,,,
btc_impulse_alt_lag,ONDO/USDT,full,6,0,,,
ethbtc_above_ma,ONDO/USDT,IS,42,0,,,
ethbtc_below_ma,ONDO/USDT,IS,42,205,0.5024390243902439,0.026379085865601122,0.22445079219729794
ethbtc_above_ma,ONDO/USDT,OOS,42,1182,0.3062605752961083,-0.0393316735234386,-0.4068007561910694
ethbtc_below_ma,ONDO/USDT,OOS,42,967,0.562564632885212,0.02482351317751312,0.2091997582530963
ethbtc_above_ma,ONDO/USDT,full,42,1182,0.3062605752961083,-0.0393316735234386,-0.4068007561910694
ethbtc_below_ma,ONDO/USDT,full,42,1172,0.5520477815699659,0.02509560566988346,0.21193170600931743
alt_btc_rs_breakout,FIL/USDT,IS,6,329,0.5106382978723404,0.0238796538939479,0.2439646332880406
alt_btc_rs_breakout,FIL/USDT,IS,18,329,0.5319148936170213,0.02902172938266046,0.22771083834596786
alt_btc_rs_breakout,FIL/USDT,IS,42,329,0.48024316109422494,0.047547793569237856,0.19405337995728267
alt_btc_rs_breakout,FIL/USDT,OOS,6,62,0.3225806451612903,0.026877737423211867,0.1476655344602093
alt_btc_rs_breakout,FIL/USDT,OOS,18,62,0.3064516129032258,-0.0170433838714824,-0.12215571751853983
alt_btc_rs_breakout,FIL/USDT,OOS,42,61,0.26229508196721313,-8.455923143469244e-05,-0.00038052808059724176
alt_btc_rs_breakout,FIL/USDT,full,6,391,0.48081841432225064,0.024355053328255744,0.21165627261894243
alt_btc_rs_breakout,FIL/USDT,full,18,391,0.4961636828644501,0.021717286871773357,0.16661412241210424
alt_btc_rs_breakout,FIL/USDT,full,42,390,0.4461538461538462,0.04009760505426086,0.1657280684313421
btc_impulse_alt_lag,FIL/USDT,IS,1,131,0.5343511450381679,0.0007522113497733935,0.024979388876433594
btc_impulse_alt_lag,FIL/USDT,IS,3,131,0.4961832061068702,0.0057578156718557085,0.10578421624191013
btc_impulse_alt_lag,FIL/USDT,IS,6,131,0.46564885496183206,0.007809316632673277,0.10139035904708514
btc_impulse_alt_lag,FIL/USDT,OOS,1,4,1.0,0.011358066456105487,2.299315667054933
btc_impulse_alt_lag,FIL/USDT,OOS,3,4,0.75,0.02147192783654553,0.5248084023694777
btc_impulse_alt_lag,FIL/USDT,OOS,6,4,0.75,0.028725818748163934,0.40869782828789
btc_impulse_alt_lag,FIL/USDT,full,1,135,0.5481481481481482,0.0010664589084795296,0.03587812363535128
btc_impulse_alt_lag,FIL/USDT,full,3,135,0.5037037037037037,0.006223418995253925,0.11519324308344218
btc_impulse_alt_lag,FIL/USDT,full,6,135,0.4740740740740741,0.00842906484350263,0.10993647368824531
ethbtc_above_ma,FIL/USDT,IS,42,4118,0.4171928120446819,-0.019360384711786686,-0.11308599655168938
ethbtc_below_ma,FIL/USDT,IS,42,5920,0.4929054054054054,0.016764325945798252,0.1045661294759943
ethbtc_above_ma,FIL/USDT,OOS,42,1182,0.3587140439932318,-0.019605307734907703,-0.1124887100826934
ethbtc_below_ma,FIL/USDT,OOS,42,967,0.4891416752843847,0.003063525758231737,0.033710647770946574
ethbtc_above_ma,FIL/USDT,full,42,5300,0.4041509433962264,-0.01941500716713179,-0.11295862933394193
ethbtc_below_ma,FIL/USDT,full,42,6887,0.4923769420647597,0.014840603892454729,0.09727607755331412
alt_btc_rs_breakout,PEPE/USDT,IS,6,0,,,
alt_btc_rs_breakout,PEPE/USDT,IS,18,0,,,
alt_btc_rs_breakout,PEPE/USDT,IS,42,0,,,
alt_btc_rs_breakout,PEPE/USDT,OOS,6,0,,,
alt_btc_rs_breakout,PEPE/USDT,OOS,18,0,,,
alt_btc_rs_breakout,PEPE/USDT,OOS,42,0,,,
alt_btc_rs_breakout,PEPE/USDT,full,6,0,,,
alt_btc_rs_breakout,PEPE/USDT,full,18,0,,,
alt_btc_rs_breakout,PEPE/USDT,full,42,0,,,
btc_impulse_alt_lag,PEPE/USDT,IS,1,0,,,
btc_impulse_alt_lag,PEPE/USDT,IS,3,0,,,
btc_impulse_alt_lag,PEPE/USDT,IS,6,0,,,
btc_impulse_alt_lag,PEPE/USDT,OOS,1,0,,,
btc_impulse_alt_lag,PEPE/USDT,OOS,3,0,,,
btc_impulse_alt_lag,PEPE/USDT,OOS,6,0,,,
btc_impulse_alt_lag,PEPE/USDT,full,1,0,,,
btc_impulse_alt_lag,PEPE/USDT,full,3,0,,,
btc_impulse_alt_lag,PEPE/USDT,full,6,0,,,
ethbtc_above_ma,PEPE/USDT,IS,42,0,,,
ethbtc_below_ma,PEPE/USDT,IS,42,0,,,
ethbtc_above_ma,PEPE/USDT,OOS,42,0,,,
ethbtc_below_ma,PEPE/USDT,OOS,42,0,,,
ethbtc_above_ma,PEPE/USDT,full,42,0,,,
ethbtc_below_ma,PEPE/USDT,full,42,0,,,
alt_btc_rs_breakout,SHIB/USDT,IS,6,6,0.0,-0.3333333333333333,-0.6454972243679027
alt_btc_rs_breakout,SHIB/USDT,IS,18,6,0.0,-0.3333333333333333,-0.6454972243679027
alt_btc_rs_breakout,SHIB/USDT,IS,42,6,0.0,-0.3333333333333333,-0.6454972243679027
alt_btc_rs_breakout,SHIB/USDT,OOS,6,0,,,
alt_btc_rs_breakout,SHIB/USDT,OOS,18,0,,,
alt_btc_rs_breakout,SHIB/USDT,OOS,42,0,,,
alt_btc_rs_breakout,SHIB/USDT,full,6,6,0.0,-0.3333333333333333,-0.6454972243679027
alt_btc_rs_breakout,SHIB/USDT,full,18,6,0.0,-0.3333333333333333,-0.6454972243679027
alt_btc_rs_breakout,SHIB/USDT,full,42,6,0.0,-0.3333333333333333,-0.6454972243679027
btc_impulse_alt_lag,SHIB/USDT,IS,1,8,0.0,-0.125,-0.35355339059327373
btc_impulse_alt_lag,SHIB/USDT,IS,3,8,0.0,0.0,
btc_impulse_alt_lag,SHIB/USDT,IS,6,8,0.0,0.0,
btc_impulse_alt_lag,SHIB/USDT,OOS,1,0,,,
btc_impulse_alt_lag,SHIB/USDT,OOS,3,0,,,
btc_impulse_alt_lag,SHIB/USDT,OOS,6,0,,,
btc_impulse_alt_lag,SHIB/USDT,full,1,8,0.0,-0.125,-0.35355339059327373
btc_impulse_alt_lag,SHIB/USDT,full,3,8,0.0,0.0,
btc_impulse_alt_lag,SHIB/USDT,full,6,8,0.0,0.0,
ethbtc_above_ma,SHIB/USDT,IS,42,165,0.2909090909090909,inf,
ethbtc_below_ma,SHIB/USDT,IS,42,0,,,
ethbtc_above_ma,SHIB/USDT,OOS,42,0,,,
ethbtc_below_ma,SHIB/USDT,OOS,42,0,,,
ethbtc_above_ma,SHIB/USDT,full,42,165,0.2909090909090909,inf,
ethbtc_below_ma,SHIB/USDT,full,42,0,,,
alt_btc_rs_breakout,WIF/USDT,IS,6,124,0.4274193548387097,-0.0009613443165843601,-0.012346656327012115
alt_btc_rs_breakout,WIF/USDT,IS,18,124,0.4032258064516129,-0.015271646252481287,-0.08244730406588843
alt_btc_rs_breakout,WIF/USDT,IS,42,124,0.27419354838709675,-0.08342779578307574,-0.4948185757494469
alt_btc_rs_breakout,WIF/USDT,OOS,6,65,0.4461538461538462,-0.0023275742368985127,-0.03659620192777144
alt_btc_rs_breakout,WIF/USDT,OOS,18,65,0.3230769230769231,-0.023067738361962426,-0.2709499122567533
alt_btc_rs_breakout,WIF/USDT,OOS,42,63,0.36507936507936506,-0.027249689225793506,-0.2768082272487068
alt_btc_rs_breakout,WIF/USDT,full,6,189,0.43386243386243384,-0.0014312117494966348,-0.01957812755026066
alt_btc_rs_breakout,WIF/USDT,full,18,189,0.37566137566137564,-0.01795284195150919,-0.11370607047666986
alt_btc_rs_breakout,WIF/USDT,full,42,187,0.3048128342245989,-0.06450148180923199,-0.4277575051489894
btc_impulse_alt_lag,WIF/USDT,IS,1,10,0.4,-0.0024676047915367814,-0.05724172250295741
btc_impulse_alt_lag,WIF/USDT,IS,3,10,0.3,-0.019626518646356995,-0.30780223973415116
btc_impulse_alt_lag,WIF/USDT,IS,6,10,0.4,-0.007611544342045906,-0.08226594824868116
btc_impulse_alt_lag,WIF/USDT,OOS,1,6,1.0,0.01913954461166867,0.8252820138445028
btc_impulse_alt_lag,WIF/USDT,OOS,3,6,0.6666666666666666,0.02797773302384826,0.48810692306551107
btc_impulse_alt_lag,WIF/USDT,OOS,6,6,0.6666666666666666,0.030869253380229184,0.4148048411108041
btc_impulse_alt_lag,WIF/USDT,full,1,16,0.625,0.005635076234665262,0.150015282877783
