score_col,horizon_d,ic_full,pval_full,n_full,ic_IS,pval_IS,n_IS,ic_OOS,pval_OOS,n_OOS,IS_n_long,IS_n_short,IS_hit_long,IS_hit_short,IS_avg_ret_long,IS_avg_ret_short
reversion_z_score,1,-0.013871337328658287,0.055437211223530736,19066,-0.01940358341060434,0.025799604270352123,13196,-0.04315778416572553,0.04331767836696698,2190,6707,5949,0.500074548978679,0.4664649520927887,0.00048576135589965136,0.00015351106311555483
reversion_z_score,7,-0.002333784555673709,0.7473151951946335,19060,-0.005053445702590699,0.5615962613760418,13196,-0.023845013787999476,0.26520957264614753,2184,6707,5949,0.5035038019979127,0.46007732391998657,0.0030121104425309846,0.00105833484072268
reversion_z_score,30,0.006036917807967115,0.4048938222470538,19037,0.0021821597676724377,0.8020811020833675,13196,-0.01218814462398372,0.5711458837485246,2161,6707,5949,0.5213955568808707,0.44309968061859134,0.01244934622716349,0.00618340006593653
