score_col,horizon_d,period,direction,n,hit_rate,avg_ret,std_ret,sharpe,directional_avg
horizontal_reclaim_score,1,IS,long,255,0.5254901960784314,0.0030087185000698172,0.033451062599602135,0.08994388417740735,0.0030087185000698172
horizontal_reclaim_score,1,IS,short,0,,,,,
horizontal_reclaim_score,1,OOS,long,14,0.35714285714285715,-0.007015054679936628,0.016792120356948614,-0.4177587184237745,-0.007015054679936628
horizontal_reclaim_score,1,OOS,short,0,,,,,
horizontal_reclaim_score,1,full,long,322,0.5279503105590062,0.00265614059640441,0.03352574859082443,0.07922688405327247,0.00265614059640441
horizontal_reclaim_score,1,full,short,0,,,,,
horizontal_reclaim_score,7,IS,long,255,0.6196078431372549,0.03157666140954629,0.09959495997271456,0.31705079672904296,0.03157666140954629
horizontal_reclaim_score,7,IS,short,0,,,,,
horizontal_reclaim_score,7,OOS,long,14,0.5,-0.011238267178059282,0.04895155158111314,-0.22957938645596102,-0.011238267178059282
horizontal_reclaim_score,7,OOS,short,0,,,,,
horizontal_reclaim_score,7,full,long,322,0.6180124223602484,0.03294901427904159,0.11005392172850674,0.29938973333748053,0.03294901427904159
horizontal_reclaim_score,7,full,short,0,,,,,
horizontal_reclaim_score,30,IS,long,255,0.6745098039215687,0.10741370015407029,0.1890425644839126,0.5681984924787197,0.10741370015407029
horizontal_reclaim_score,30,IS,short,0,,,,,
horizontal_reclaim_score,30,OOS,long,11,0.5454545454545454,-0.06485966701825109,0.12136848507957924,-0.5344028721766092,-0.06485966701825109
horizontal_reclaim_score,30,OOS,short,0,,,,,
horizontal_reclaim_score,30,full,long,319,0.6802507836990596,0.1375305615741516,0.26417697893694825,0.5206000997042833,0.1375305615741516
horizontal_reclaim_score,30,full,short,0,,,,,
