score_col,horizon_d,period,direction,n,hit_rate,avg_ret,std_ret,sharpe,directional_avg
regime_trending_up_score,1,IS,long,839,0.5292014302741359,0.004096999742081692,0.03915704694757446,0.10462994687947162,0.004096999742081692
regime_trending_up_score,1,IS,short,0,,,,,
regime_trending_up_score,1,OOS,long,56,0.44642857142857145,-0.0036228264687242473,0.019428694010568345,-0.1864678329255477,-0.0036228264687242473
regime_trending_up_score,1,OOS,short,0,,,,,
regime_trending_up_score,1,full,long,985,0.5269035532994923,0.0037976493973083795,0.04262431508682869,0.08909584563581383,0.0037976493973083795
regime_trending_up_score,1,full,short,0,,,,,
regime_trending_up_score,7,IS,long,839,0.5721096543504172,0.023689948753059877,0.09313176066398697,0.2543702447388662,0.023689948753059877
regime_trending_up_score,7,IS,short,0,,,,,
regime_trending_up_score,7,OOS,long,56,0.23214285714285715,-0.03431371059471582,0.045143633495367125,-0.7601007703165337,-0.03431371059471582
regime_trending_up_score,7,OOS,short,0,,,,,
regime_trending_up_score,7,full,long,985,0.5441624365482234,0.0222243627215145,0.10692209474167819,0.20785566140663583,0.0222243627215145
regime_trending_up_score,7,full,short,0,,,,,
regime_trending_up_score,30,IS,long,839,0.5876042908224076,0.08206460525832308,0.21983368660947047,0.37330313895026007,0.08206460525832308
regime_trending_up_score,30,IS,short,0,,,,,
regime_trending_up_score,30,OOS,long,56,0.05357142857142857,-0.0916285851223245,0.07036781011702581,-1.3021377952495718,-0.0916285851223245
regime_trending_up_score,30,OOS,short,0,,,,,
regime_trending_up_score,30,full,long,985,0.5431472081218274,0.06674203755271993,0.22458021913322498,0.2971857352811975,0.06674203755271993
regime_trending_up_score,30,full,short,0,,,,,
