score_col,horizon_d,period,direction,n,hit_rate,avg_ret,std_ret,sharpe,directional_avg
anchor_score,1,IS,long,491,0.4969450101832994,0.003217689649048058,0.03497313263769264,0.09200461629737341,0.003217689649048058
anchor_score,1,IS,short,297,0.4377104377104377,0.003372974345347255,0.04445076149252573,-0.07588113751244535,-0.003372974345347255
anchor_score,1,OOS,long,41,0.5609756097560976,-0.0008622186817202385,0.015796849729764025,-0.05458168536576428,-0.0008622186817202385
anchor_score,1,OOS,short,36,0.3611111111111111,0.010724366503254075,0.02820056623390875,-0.38028904860636975,-0.010724366503254075
anchor_score,1,full,long,678,0.5162241887905604,0.003920949074142053,0.036970703139579245,0.1060555721469212,0.003920949074142053
anchor_score,1,full,short,465,0.43870967741935485,0.002302057571224622,0.04621049659857035,-0.049816767632309814,-0.002302057571224622
anchor_score,7,IS,long,491,0.5885947046843177,0.026448748510466517,0.09442428172038317,0.28010537150590875,0.026448748510466517
anchor_score,7,IS,short,297,0.4208754208754209,0.019407956338978006,0.09500243268110627,-0.20428904598816436,-0.019407956338978006
anchor_score,7,OOS,long,41,0.6097560975609756,-0.0033762631455677176,0.036974963074100586,-0.09131214380935106,-0.0033762631455677176
anchor_score,7,OOS,short,36,0.5277777777777778,-0.013630585966082702,0.06226969680062309,0.21889597454963536,0.013630585966082702
anchor_score,7,full,long,678,0.5781710914454278,0.024043634685840032,0.10539310305100583,0.22813290423951105,0.024043634685840032
anchor_score,7,full,short,465,0.47096774193548385,0.007281793038920667,0.10750605472210342,-0.06773379469410962,-0.007281793038920667
anchor_score,30,IS,long,491,0.6232179226069247,0.08000807645600595,0.19231869244004363,0.41601820104381637,0.08000807645600595
anchor_score,30,IS,short,297,0.4781144781144781,0.05333034986696266,0.23837457129720355,-0.22372499540007898,-0.05333034986696266
anchor_score,30,OOS,long,30,0.6333333333333333,-0.010357056987065735,0.09999923071167165,-0.10357136663309237,-0.010357056987065735
anchor_score,30,OOS,short,36,0.7222222222222222,-0.05965353854406246,0.09170951313476756,0.6504618387451399,0.05965353854406246
anchor_score,30,full,long,667,0.5892053973013494,0.07566966812581602,0.2518093951370132,0.3005037523903468,0.07566966812581602
anchor_score,30,full,short,465,0.5204301075268817,0.03292466398393844,0.2663326405236854,-0.12362233903887719,-0.03292466398393844
